Ticker,Date,Revenue,EBITDA,NetIncome,TotalAssets,CommonEquity,EPS,ROA,ROE,LogAssets
VLO,2025-09-29,32168.0,1509.0,6.08,58615.0,39.56,3.53,0.00010372771474878444,0.153690596562184,10.978745915505929
VLO,2025-12-30,23652.0,1575.0,9.71,57988.0,39.91,3.73,0.00016744843760778093,0.2432974191931847,10.967991371570788
WFC,2021-12-30,10143.0,8847.0,12.58,1948068.0,156530.0,1.52,6.457680122049128e-06,8.036798057880279e-05,14.482348670172897
WFC,2022-03-30,7815.0,4669.0,12.34,1939709.0,146559.0,0.91,6.361779009119409e-06,8.419817274954114e-05,14.478048519788386
WFC,2022-06-29,6276.0,3598.0,10.48,1881142.0,144048.0,0.75,5.571083947942261e-06,7.27535266022437e-05,14.44738959719351
WFC,2022-09-29,7010.0,4476.0,9.68,1877745.0,142043.0,0.87,5.1551195716138235e-06,6.8148377603965e-05,14.44558214678343
WFC,2022-12-30,5496.0,2886.0,7.65,1881020.0,146408.0,0.75,4.066942403589542e-06,5.225124310146987e-05,14.447324740868853
WFC,2023-03-30,6813.0,5846.0,8.58,1886400.0,147958.0,1.23,4.548346055979644e-06,5.798942943267684e-05,14.450180808765243
WFC,2023-06-29,6958.0,5833.0,9.78,1876320.0,147287.0,1.25,5.212330519314402e-06,6.640097225145464e-05,14.444822969694892
WFC,2023-09-29,7371.0,6547.0,11.15,1909261.0,147541.0,1.48,5.839955878216755e-06,7.557221382530958e-05,14.462226814158678
WFC,2023-12-30,7145.0,3410.0,11.0,1932468.0,153760.0,0.86,5.6922029239294e-06,7.154006243496358e-05,14.474308500445037
WFC,2024-03-30,8399.0,5947.0,10.85,1959153.0,149146.0,1.2,5.538107539329496e-06,7.274750915210599e-05,14.488022794948924
WFC,2024-06-29,8388.0,6289.0,10.96,1940073.0,144853.0,1.33,5.649271960384996e-06,7.566291343638034e-05,14.478236159197543
WFC,2024-09-29,8564.0,6454.0,10.41,1922125.0,152260.0,1.42,5.415880861026208e-06,6.836989360304742e-05,14.468941902817994
